output,status,warnings,margin_1024,green_pixels
public/game-assets/items/book/crownfall_the_first.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/a_poor_merchant_s_lucky_day.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/bellmarsh_battle_report.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/tragedy_of_captain_vey.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/chronicles_of_the_banner_wars.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/little_tide_words.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/harbor_tales_for_children.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/folk_tales_of_the_border_march.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/a_parable_of_small_debts.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/elder_orren_s_indecent_errand.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/prophecies_of_a_thousand_market_days.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/amateur_alchemy.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/advanced_alchemy.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/merchant_s_brass_handbook.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/pocket_price_formula.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/the_practical_way_of_war.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/tide_cant_harbor_glossary.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/meditations_by_the_warehouse_door.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/ponderings_of_the_infinite_ledger.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/early_economics_of_harbor_bread.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/letter_from_a_worried_mother.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/critique_of_merren_vale_s_painting.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/a_discussion_on_trade_languages.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/weapon/a_study_of_common_weapons.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/weapon/a_study_of_common_weapons_few.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/weapon/a_study_of_common_weapons_many.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/essay_on_caravan_strategy.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/examination_of_market_beasts.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/experimental_field_remedies.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/redvale_war_update.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/young_lovers_letter.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/market_rose_quartz.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/notable_amethyst.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/notable_pink_spinel.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/scarce_emerald.png,PASS,,51,0
public/game-assets/items/luxury/scarce_sapphire.png,PASS,,51,0
public/game-assets/items/luxury/fabled_ruby.png,PASS,,51,0
public/game-assets/items/luxury/fabled_white_diamond.png,PASS,,51,0
public/game-assets/items/luxury/gold_crown.png,PASS,,51,0
public/game-assets/items/luxury/gold_crown_with_cushion.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/gold_crown_with_gem.png,PASS,,51,0
public/game-assets/items/luxury/fabled_aqua_crystal.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/fabled_black_crystal.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/fabled_blue_crystal.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/fabled_brown_crystal.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/fabled_cyan_crystal.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/fabled_gray_crystal.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/fabled_emerald_crystal.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/fabled_indigo_crystal.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/fabled_green_crystal.png,PASS,,51,0
public/game-assets/items/luxury/fabled_magenta_crystal.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/fabled_red_crystal.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/fabled_pink_crystal.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/fabled_crimson_crystal.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/fabled_white_crystal.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/fabled_yellow_crystal.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/gold_necklace_with_blue_gem.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/gold_necklace_with_green_gem.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/gold_necklace_with_orange_gem.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/gold_necklace_with_purple_gem.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/gold_necklace_with_red_gem.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/gold_necklace_with_white_gem.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/silver_necklace_with_blue_gem.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/silver_necklace_with_green_gem.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/silver_necklace_with_orange_gem.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/silver_necklace_with_purple_gem.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/silver_necklace_with_red_gem.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/silver_necklace_with_white_gem.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/agate_ring.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/notable_black_onyx_ring.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/market_brass_ring.png,PASS,,51,0
public/game-assets/items/luxury/market_bronze_ring.png,PASS,,51,0
public/game-assets/items/luxury/ceremonial_ring.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/clay_ring.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/market_copper_ring.png,PASS,,51,0
public/game-assets/items/luxury/coral_ring.png,PASS,,51,0
public/game-assets/items/luxury/diamond_ring.png,PASS,,51,0
public/game-assets/items/luxury/emerald_ring.png,PASS,,51,0
public/game-assets/items/luxury/notable_glass_ring.png,PASS,,51,0
public/game-assets/items/luxury/gold_ring_with_cyan_stone.png,PASS,,51,0
public/game-assets/items/luxury/gold_ring_with_magenta_stone.png,PASS,,51,0
public/game-assets/items/luxury/gold_ring.png,PASS,,51,0
public/game-assets/items/luxury/gold_ring_with_blue_stone.png,PASS,,51,0
public/game-assets/items/luxury/gold_ring_with_green_stone.png,PASS,,51,0
public/game-assets/items/luxury/gold_ring_with_red_stone.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/gold_ring_with_white_stone.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/gold_ring_with_yellow_stone.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/market_granite_ring.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/market_iron_ring.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/ivory_ring.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/jade_ring.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/moonstone_ring.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/opal_ring.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/pearl_ring.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/market_plain_black_ring.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/plain_blue_ring.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/plain_green_ring.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/plain_magenta_ring.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/plain_red_ring.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/plain_yellow_ring.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/fabled_ring_of_death.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/scarce_ring_of_fire.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/scarce_ring_of_power.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/fabled_ring_of_time.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/fabled_ring_of_vision.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/twisted_ring.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/ruby_ring.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/sapphire_ring.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/fabled_ring_of_shadows.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/silver_ring.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/sparkling_silver_stone_ring.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/market_steel_ring.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/notable_tiger_eye_ring.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/topaz_ring.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/scarce_tourmaline_ring.png,PASS,,51,0
public/game-assets/items/luxury/rough_wooden_ring.png,PASS,,51,0
public/game-assets/items/spice/black_pepper.png,PASS,,51,0
public/game-assets/items/spice/black_pepper_few.png,PASS,,51,0
public/game-assets/items/spice/black_pepper_many.png,PASS,,51,0
public/game-assets/items/spice/ginger.png,PASS,,51,0
public/game-assets/items/spice/ginger_few.png,PASS,,51,0
public/game-assets/items/spice/ginger_many.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/spice/salt.png,PASS,,51,0
public/game-assets/items/spice/salt_few.png,PASS,,51,0
public/game-assets/items/spice/salt_many.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/spice/chives.png,PASS,,51,0
public/game-assets/items/spice/chives_few.png,PASS,,51,0
public/game-assets/items/spice/chives_many.png,PASS,,51,0
public/game-assets/items/spice/thyme.png,PASS,,51,0
public/game-assets/items/spice/thyme_few.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/spice/thyme_many.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/spice/garlic.png,PASS,,51,0
public/game-assets/items/spice/garlic_few.png,PASS,,51,0
public/game-assets/items/spice/garlic_many.png,PASS,,51,0
public/game-assets/items/spice/cinnamon.png,PASS,,51,0
public/game-assets/items/spice/cinnamon_few.png,PASS,,51,0
public/game-assets/items/spice/cinnamon_many.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/spice/parsley.png,PASS,,51,0
public/game-assets/items/spice/parsley_few.png,PASS,,51,0
public/game-assets/items/spice/parsley_many.png,PASS,,51,0
public/game-assets/items/spice/sage.png,PASS,,51,0
public/game-assets/items/spice/sage_few.png,PASS,,51,0
public/game-assets/items/spice/sage_many.png,PASS,,51,0
public/game-assets/items/spice/mint.png,PASS,,51,0
public/game-assets/items/spice/mint_few.png,PASS,,51,0
public/game-assets/items/spice/mint_many.png,PASS,,51,0
public/game-assets/items/spice/mustard.png,PASS,,51,0
public/game-assets/items/spice/mustard_few.png,PASS,,51,0
public/game-assets/items/spice/mustard_many.png,PASS,,51,0
public/game-assets/items/spice/basil.png,PASS,,51,0
public/game-assets/items/spice/basil_few.png,PASS,,51,0
public/game-assets/items/spice/basil_many.png,PASS,,51,0
public/game-assets/items/spice/hot_pepper.png,PASS,,51,0
public/game-assets/items/spice/hot_pepper_few.png,PASS,,51,0
public/game-assets/items/spice/hot_pepper_many.png,PASS,,51,0
public/game-assets/items/spice/oregano.png,PASS,,51,0
public/game-assets/items/spice/oregano_few.png,PASS,,51,0
public/game-assets/items/spice/oregano_many.png,PASS,,51,0
public/game-assets/items/spice/rosemary.png,PASS,,51,0
public/game-assets/items/spice/rosemary_few.png,PASS,,51,0
public/game-assets/items/spice/rosemary_many.png,PASS,,51,0
public/game-assets/items/spice/cloves.png,PASS,,51,0
public/game-assets/items/spice/cloves_few.png,PASS,,51,0
public/game-assets/items/spice/cloves_many.png,PASS,,51,0
public/game-assets/items/spice/notable_nutmeg.png,PASS,,51,0
public/game-assets/items/spice/notable_nutmeg_few.png,PASS,,51,0
public/game-assets/items/spice/notable_nutmeg_many.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/spice/notable_licorice_root.png,PASS,,51,0
public/game-assets/items/spice/notable_licorice_root_few.png,PASS,,51,0
public/game-assets/items/spice/notable_licorice_root_many.png,PASS,,51,0
public/game-assets/items/spice/notable_curry.png,PASS,,51,0
public/game-assets/items/spice/notable_curry_few.png,PASS,,51,0
public/game-assets/items/spice/notable_curry_many.png,PASS,,51,0
public/game-assets/items/spice/scarce_all_spice.png,PASS,,51,0
public/game-assets/items/spice/scarce_all_spice_few.png,PASS,,51,0
public/game-assets/items/spice/scarce_all_spice_many.png,PASS,,51,0
public/game-assets/items/spice/scarce_camphor.png,PASS,,51,0
public/game-assets/items/spice/scarce_camphor_few.png,PASS,,51,0
public/game-assets/items/spice/scarce_camphor_many.png,PASS,,51,0
public/game-assets/items/spice/scarce_cardamom.png,PASS,,51,0
public/game-assets/items/spice/scarce_cardamom_few.png,PASS,,51,0
public/game-assets/items/spice/scarce_cardamom_many.png,PASS,,51,0
public/game-assets/items/spice/scarce_cumin.png,PASS,,51,0
public/game-assets/items/spice/scarce_cumin_few.png,PASS,,51,0
public/game-assets/items/spice/scarce_cumin_many.png,PASS,,51,0
public/game-assets/items/spice/scarce_lavender.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/spice/scarce_lavender_few.png,PASS,,51,0
public/game-assets/items/spice/scarce_lavender_many.png,PASS,,51,0
public/game-assets/items/spice/scarce_turmeric.png,PASS,,51,0
public/game-assets/items/spice/scarce_turmeric_few.png,PASS,,51,0
public/game-assets/items/spice/scarce_turmeric_many.png,PASS,,51,0
public/game-assets/items/spice/fabled_saffron.png,PASS,,51,0
public/game-assets/items/spice/fabled_saffron_few.png,PASS,,51,0
public/game-assets/items/spice/fabled_saffron_many.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/alchemy/earthy_aromatic.png,PASS,,51,0
public/game-assets/items/alchemy/earthy_aromatic_few.png,PASS,,51,0
public/game-assets/items/alchemy/earthy_aromatic_many.png,PASS,,51,0
public/game-assets/items/alchemy/musky_aromatic.png,PASS,,51,0
public/game-assets/items/alchemy/musky_aromatic_few.png,PASS,,51,0
public/game-assets/items/alchemy/musky_aromatic_many.png,PASS,,51,0
public/game-assets/items/alchemy/sweet_aromatic.png,PASS,,51,0
public/game-assets/items/alchemy/sweet_aromatic_few.png,PASS,,51,0
public/game-assets/items/alchemy/sweet_aromatic_many.png,PASS,,51,0
public/game-assets/items/alchemy/vibrant_aromatic.png,PASS,,51,0
public/game-assets/items/alchemy/vibrant_aromatic_few.png,PASS,,51,0
public/game-assets/items/alchemy/vibrant_aromatic_many.png,PASS,,51,0
public/game-assets/items/alchemy/fabled_blue_tears_poison.png,PASS,,51,0
public/game-assets/items/alchemy/nightshade_poison.png,PASS,,51,0
public/game-assets/items/alchemy/nightshade_poison_few.png,PASS,,51,0
public/game-assets/items/alchemy/nightshade_poison_many.png,PASS,,51,0
public/game-assets/items/alchemy/scarce_paralysis_poison.png,PASS,,51,0
public/game-assets/items/alchemy/scarce_paralysis_poison_few.png,PASS,,51,0
public/game-assets/items/alchemy/scarce_paralysis_poison_many.png,PASS,,51,0
public/game-assets/items/alchemy/frenzy_poison.png,PASS,,51,0
public/game-assets/items/alchemy/frenzy_poison_few.png,PASS,,51,0
public/game-assets/items/alchemy/frenzy_poison_many.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/alchemy/weakness_poison.png,PASS,,51,0
public/game-assets/items/alchemy/weakness_poison_few.png,PASS,,51,0
public/game-assets/items/alchemy/weakness_poison_many.png,PASS,,51,0
public/game-assets/items/alchemy/notable_fire_resistance_potion.png,PASS,,51,0
public/game-assets/items/alchemy/notable_fire_resistance_potion_few.png,PASS,,51,0
public/game-assets/items/alchemy/notable_fire_resistance_potion_many.png,PASS,,51,0
public/game-assets/items/alchemy/fabled_brilliance_potion.png,PASS,,51,0
public/game-assets/items/alchemy/fabled_brilliance_potion_few.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/alchemy/fabled_brilliance_potion_many.png,PASS,,51,0
public/game-assets/items/alchemy/notable_agility_potion.png,PASS,,51,0
public/game-assets/items/alchemy/notable_agility_potion_few.png,PASS,,51,0
public/game-assets/items/alchemy/notable_agility_potion_many.png,PASS,,51,0
public/game-assets/items/alchemy/market_sleep_potion.png,PASS,,51,0
public/game-assets/items/alchemy/market_sleep_potion_few.png,PASS,,51,0
public/game-assets/items/alchemy/market_sleep_potion_many.png,PASS,,51,0
public/game-assets/items/alchemy/scarce_stealth_potion.png,PASS,,51,0
public/game-assets/items/alchemy/scarce_stealth_potion_few.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/alchemy/scarce_stealth_potion_many.png,PASS,,51,0
public/game-assets/items/alchemy/rough_digestive_potion.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/alchemy/rough_digestive_potion_few.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/alchemy/rough_digestive_potion_many.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/alchemy/scarce_wakefulness_potion.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/alchemy/scarce_wakefulness_potion_few.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/alchemy/scarce_wakefulness_potion_many.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/alchemy/market_healing_potion.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/alchemy/market_healing_potion_few.png,PASS,,51,0
public/game-assets/items/alchemy/market_healing_potion_many.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/alchemy/market_strength_potion.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/alchemy/market_strength_potion_few.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/alchemy/market_strength_potion_many.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/alchemy/fabled_elixir_of_life.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/alchemy/fabled_elixir_of_life_few.png,PASS,,51,0
public/game-assets/items/alchemy/fabled_elixir_of_life_many.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/alchemy/scarce_courage_potion.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/alchemy/scarce_courage_potion_few.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/alchemy/scarce_courage_potion_many.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/alchemy/notable_calming_potion.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/alchemy/notable_calming_potion_few.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/alchemy/notable_calming_potion_many.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/alchemy/notable_love_potion.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/alchemy/notable_love_potion_few.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/alchemy/notable_love_potion_many.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/alchemy/rough_unknown_potion.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/alchemy/rough_unknown_potion_few.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/alchemy/rough_unknown_potion_many.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/alchemy/scarce_vision_potion.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/alchemy/scarce_vision_potion_few.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/alchemy/scarce_vision_potion_many.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/alchemy/market_hearing_potion.png,PASS,,51,0
public/game-assets/items/alchemy/market_hearing_potion_few.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/alchemy/market_hearing_potion_many.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/alchemy/market_balance_potion.png,PASS,,51,0
public/game-assets/items/alchemy/market_balance_potion_few.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/alchemy/market_balance_potion_many.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/alchemy/market_stamina_potion.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/alchemy/market_stamina_potion_few.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/alchemy/market_stamina_potion_many.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/alchemy/expired_moldy_potion.png,PASS,,51,0
public/game-assets/items/alchemy/expired_moldy_potion_few.png,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/alchemy/expired_moldy_potion_many.png,PASS,source_crossed_nominal_cell,51,0
