config,slot,status,name,variant,output,removed_edge_green_pixels
items-0001-0050,37,PASS,Lantern-Summoning Primer,single,public/game-assets/items/book/lantern_summoning_primer.png,13370
items-0001-0050,38,PASS,Gravebinding Primer,single,public/game-assets/items/book/gravebinding_primer.png,19352
items-0001-0050,39,PASS,Mirror-Mask Primer,single,public/game-assets/items/book/mirror_mask_primer.png,19626
items-0001-0050,40,PASS,Reshaping Primer,single,public/game-assets/items/book/reshaping_primer.png,13611
items-0001-0050,41,PASS,Unraveling Primer,single,public/game-assets/items/book/unraveling_primer.png,12514
items-0001-0050,42,PASS,Field Farmer's Almanac,single,public/game-assets/items/book/field_farmer_s_almanac.png,12799
items-0001-0050,43,PASS,Painted Flower Almanac,single,public/game-assets/items/book/painted_flower_almanac.png,12996
items-0001-0050,44,PASS,Pocket Guide to Small Beasts,single,public/game-assets/items/book/pocket_guide_to_small_beasts.png,13215
items-0001-0050,45,PASS,Pocket Guide to Work Beasts,single,public/game-assets/items/book/pocket_guide_to_work_beasts.png,13341
items-0001-0050,46,PASS,Fisher's Tide Almanac,single,public/game-assets/items/book/fisher_s_tide_almanac.png,14781
items-0001-0050,47,PASS,Blue Enamel Bestiary,single,public/game-assets/items/book/blue_enamel_bestiary.png,13108
items-0001-0050,48,PASS,Amateur Alchemist's Shelf,single,public/game-assets/items/book/amateur_alchemist_s_shelf.png,12765
items-0001-0050,49,PASS,Miner's Chalk Reference,single,public/game-assets/items/book/miner_s_chalk_reference.png,19070
items-0001-0050,50,PASS,Blacksmith's Door Directory,single,public/game-assets/items/book/blacksmith_s_door_directory.png,12674
items-0051-0100,1,PASS,Crowncards Table Rules,single,public/game-assets/items/book/crowncards_table_rules.png,12739
items-0051-0100,2,PASS,Crowncards Collector's Compendium,single,public/game-assets/items/book/crowncards_collector_s_compendium.png,12105
items-0051-0100,3,PASS,Crowncards Deckcraft I,single,public/game-assets/items/book/crowncards_deckcraft_i.png,15870
items-0051-0100,4,PASS,Crowncards Deckcraft II,single,public/game-assets/items/book/crowncards_deckcraft_ii.png,12024
items-0051-0100,5,PASS,Crowncards Winning Tables,single,public/game-assets/items/book/crowncards_winning_tables.png,12019
items-0051-0100,6,PASS,The Great Crowncards Match,single,public/game-assets/items/book/the_great_crowncards_match.png,12705
items-0051-0100,7,PASS,Nine Lantern Signs,single,public/game-assets/items/book/nine_lantern_signs.png,11601
items-0051-0100,8,PASS,Starfall Epic,single,public/game-assets/items/book/starfall_epic.png,12312
items-0051-0100,9,PASS,One Hundred Thirty-One Market Charms,single,public/game-assets/items/book/one_hundred_thirty_one_market_charms.png,16704
items-0051-0100,10,PASS,Book of Springtide,single,public/game-assets/items/book/book_of_springtide.png,11887
items-0051-0100,11,PASS,Book of Springtide in Gold Sleeve,single,public/game-assets/items/book/book_of_springtide_in_gold_sleeve.png,14123
items-0051-0100,12,PASS,Children of the Tide Saints,single,public/game-assets/items/book/children_of_the_tide_saints.png,16458
items-0051-0100,13,PASS,Moonlit Awareness and Wonder,single,public/game-assets/items/book/moonlit_awareness_and_wonder.png,14615
items-0051-0100,14,PASS,Luckbinder Manifesto,single,public/game-assets/items/book/luckbinder_manifesto.png,14550
items-0051-0100,15,PASS,Battle of Stormmere,single,public/game-assets/items/book/battle_of_stormmere.png,14762
items-0051-0100,16,PASS,Legend of Jaro,single,public/game-assets/items/book/legend_of_jaro.png,14224
items-0051-0100,17,PASS,Crownfall the First,single,public/game-assets/items/book/crownfall_the_first.png,18354
items-0051-0100,18,PASS,A Poor Merchant's Lucky Day,single,public/game-assets/items/book/a_poor_merchant_s_lucky_day.png,17253
items-0051-0100,19,PASS,Bellmarsh Battle Report,single,public/game-assets/items/book/bellmarsh_battle_report.png,16120
items-0051-0100,20,PASS,Tragedy of Captain Vey,single,public/game-assets/items/book/tragedy_of_captain_vey.png,12355
items-0051-0100,21,PASS,Chronicles of the Banner Wars,single,public/game-assets/items/book/chronicles_of_the_banner_wars.png,13294
items-0051-0100,22,PASS,little tide words,single,public/game-assets/items/book/little_tide_words.png,13695
items-0051-0100,23,PASS,Harbor Tales for Children,single,public/game-assets/items/book/harbor_tales_for_children.png,16437
items-0051-0100,24,PASS,Folk Tales of the Border March,single,public/game-assets/items/book/folk_tales_of_the_border_march.png,16420
items-0051-0100,25,PASS,A Parable of Small Debts,single,public/game-assets/items/book/a_parable_of_small_debts.png,16335
items-0051-0100,26,PASS,Elder Orren's Indecent Errand,single,public/game-assets/items/book/elder_orren_s_indecent_errand.png,15963
items-0051-0100,27,PASS,Prophecies of a Thousand Market Days,single,public/game-assets/items/book/prophecies_of_a_thousand_market_days.png,16127
items-0051-0100,28,PASS,Amateur Alchemy,single,public/game-assets/items/book/amateur_alchemy.png,14799
items-0051-0100,29,PASS,Advanced Alchemy,single,public/game-assets/items/book/advanced_alchemy.png,15475
items-0051-0100,30,PASS,Merchant's Brass Handbook,single,public/game-assets/items/book/merchant_s_brass_handbook.png,10455
items-0051-0100,31,PASS,Pocket Price Formula,single,public/game-assets/items/book/pocket_price_formula.png,13191
items-0051-0100,32,PASS,The Practical Way of War,single,public/game-assets/items/book/the_practical_way_of_war.png,13070
items-0051-0100,33,PASS,Tide Cant Harbor Glossary,single,public/game-assets/items/book/tide_cant_harbor_glossary.png,17097
items-0051-0100,34,PASS,Meditations by the Warehouse Door,single,public/game-assets/items/book/meditations_by_the_warehouse_door.png,16355
items-0051-0100,35,PASS,Ponderings of the Infinite Ledger,single,public/game-assets/items/book/ponderings_of_the_infinite_ledger.png,15214
items-0051-0100,36,PASS,Early Economics of Harbor Bread,single,public/game-assets/items/book/early_economics_of_harbor_bread.png,15405
items-0051-0100,37,PASS,Letter from a Worried Mother,single,public/game-assets/items/book/letter_from_a_worried_mother.png,14698
items-0051-0100,38,PASS,Critique of Merren Vale's Painting,single,public/game-assets/items/book/critique_of_merren_vale_s_painting.png,14020
items-0051-0100,39,PASS,A Discussion on Trade Languages,single,public/game-assets/items/book/a_discussion_on_trade_languages.png,14052
items-0051-0100,40,PASS,A Study of Common Weapons,single,public/game-assets/items/weapon/a_study_of_common_weapons.png,11135
items-0051-0100,41,SKIP_FEW,A Study of Common Weapons,few,public/game-assets/items/weapon/a_study_of_common_weapons_few.png,0
items-0051-0100,42,PASS,A Study of Common Weapons,many,public/game-assets/items/weapon/a_study_of_common_weapons_many.png,14417
items-0051-0100,43,PASS,Essay on Caravan Strategy,single,public/game-assets/items/book/essay_on_caravan_strategy.png,13691
items-0051-0100,44,PASS,Examination of Market Beasts,single,public/game-assets/items/book/examination_of_market_beasts.png,13382
items-0051-0100,45,PASS,Experimental Field Remedies,single,public/game-assets/items/book/experimental_field_remedies.png,13062
items-0051-0100,46,PASS,Redvale War Update,single,public/game-assets/items/book/redvale_war_update.png,13053
items-0051-0100,47,PASS,Young Lovers' Letter,single,public/game-assets/items/book/young_lovers_letter.png,13560
items-0051-0100,48,PASS,market rose quartz,single,public/game-assets/items/luxury/market_rose_quartz.png,19825
items-0051-0100,49,PASS,notable amethyst,single,public/game-assets/items/luxury/notable_amethyst.png,21234
items-0051-0100,50,PASS,notable pink spinel,single,public/game-assets/items/luxury/notable_pink_spinel.png,14359
items-0101-0150,1,PASS,scarce emerald,single,public/game-assets/items/luxury/scarce_emerald.png,8105
items-0101-0150,2,PASS,scarce sapphire,single,public/game-assets/items/luxury/scarce_sapphire.png,9631
items-0101-0150,3,PASS,fabled ruby,single,public/game-assets/items/luxury/fabled_ruby.png,10709
items-0101-0150,4,PASS,fabled white diamond,single,public/game-assets/items/luxury/fabled_white_diamond.png,13982
items-0101-0150,5,PASS,gold crown,single,public/game-assets/items/luxury/gold_crown.png,15297
items-0101-0150,6,PASS,gold crown with cushion,single,public/game-assets/items/luxury/gold_crown_with_cushion.png,18499
items-0101-0150,7,PASS,gold crown with gem,single,public/game-assets/items/luxury/gold_crown_with_gem.png,19267
items-0101-0150,8,PASS,fabled aqua crystal,single,public/game-assets/items/luxury/fabled_aqua_crystal.png,13809
items-0101-0150,9,PASS,fabled black crystal,single,public/game-assets/items/luxury/fabled_black_crystal.png,13730
items-0101-0150,10,PASS,fabled blue crystal,single,public/game-assets/items/luxury/fabled_blue_crystal.png,13004
items-0101-0150,11,PASS,fabled brown crystal,single,public/game-assets/items/luxury/fabled_brown_crystal.png,12958
items-0101-0150,12,PASS,fabled cyan crystal,single,public/game-assets/items/luxury/fabled_cyan_crystal.png,11935
items-0101-0150,13,PASS,fabled gray crystal,single,public/game-assets/items/luxury/fabled_gray_crystal.png,11999
items-0101-0150,14,PASS,fabled emerald crystal,single,public/game-assets/items/luxury/fabled_emerald_crystal.png,12200
items-0101-0150,15,PASS,fabled indigo crystal,single,public/game-assets/items/luxury/fabled_indigo_crystal.png,11864
items-0101-0150,16,PASS,fabled green crystal,single,public/game-assets/items/luxury/fabled_green_crystal.png,16384
items-0101-0150,17,PASS,fabled magenta crystal,single,public/game-assets/items/luxury/fabled_magenta_crystal.png,12204
items-0101-0150,18,PASS,fabled red crystal,single,public/game-assets/items/luxury/fabled_red_crystal.png,14620
items-0101-0150,19,PASS,fabled pink crystal,single,public/game-assets/items/luxury/fabled_pink_crystal.png,14481
items-0101-0150,20,PASS,fabled crimson crystal,single,public/game-assets/items/luxury/fabled_crimson_crystal.png,14956
items-0101-0150,21,PASS,fabled white crystal,single,public/game-assets/items/luxury/fabled_white_crystal.png,13843
items-0101-0150,22,PASS,fabled yellow crystal,single,public/game-assets/items/luxury/fabled_yellow_crystal.png,14164
items-0101-0150,23,PASS,gold necklace with blue gem,single,public/game-assets/items/luxury/gold_necklace_with_blue_gem.png,21697
items-0101-0150,24,PASS,gold necklace with green gem,single,public/game-assets/items/luxury/gold_necklace_with_green_gem.png,21779
items-0101-0150,25,PASS,gold necklace with orange gem,single,public/game-assets/items/luxury/gold_necklace_with_orange_gem.png,21585
items-0101-0150,26,PASS,gold necklace with purple gem,single,public/game-assets/items/luxury/gold_necklace_with_purple_gem.png,22120
items-0101-0150,27,PASS,gold necklace with red gem,single,public/game-assets/items/luxury/gold_necklace_with_red_gem.png,21884
items-0101-0150,28,PASS,gold necklace with white gem,single,public/game-assets/items/luxury/gold_necklace_with_white_gem.png,22043
items-0101-0150,29,PASS,silver necklace with blue gem,single,public/game-assets/items/luxury/silver_necklace_with_blue_gem.png,22275
items-0101-0150,30,PASS,silver necklace with green gem,single,public/game-assets/items/luxury/silver_necklace_with_green_gem.png,22082
items-0101-0150,31,PASS,silver necklace with orange gem,single,public/game-assets/items/luxury/silver_necklace_with_orange_gem.png,21683
items-0101-0150,32,PASS,silver necklace with purple gem,single,public/game-assets/items/luxury/silver_necklace_with_purple_gem.png,21769
items-0101-0150,33,PASS,silver necklace with red gem,single,public/game-assets/items/luxury/silver_necklace_with_red_gem.png,22644
items-0101-0150,34,PASS,silver necklace with white gem,single,public/game-assets/items/luxury/silver_necklace_with_white_gem.png,22701
items-0101-0150,35,PASS,agate ring,single,public/game-assets/items/luxury/agate_ring.png,15668
items-0101-0150,36,PASS,notable black onyx ring,single,public/game-assets/items/luxury/notable_black_onyx_ring.png,15466
items-0101-0150,37,PASS,market brass ring,single,public/game-assets/items/luxury/market_brass_ring.png,17822
items-0101-0150,38,PASS,market bronze ring,single,public/game-assets/items/luxury/market_bronze_ring.png,17917
items-0101-0150,39,PASS,ceremonial ring,single,public/game-assets/items/luxury/ceremonial_ring.png,16043
items-0101-0150,40,PASS,clay ring,single,public/game-assets/items/luxury/clay_ring.png,15877
items-0101-0150,41,PASS,market copper ring,single,public/game-assets/items/luxury/market_copper_ring.png,15587
items-0101-0150,42,PASS,coral ring,single,public/game-assets/items/luxury/coral_ring.png,17217
items-0101-0150,43,PASS,diamond ring,single,public/game-assets/items/luxury/diamond_ring.png,13422
items-0101-0150,44,PASS,emerald ring,single,public/game-assets/items/luxury/emerald_ring.png,14628
items-0101-0150,45,PASS,notable glass ring,single,public/game-assets/items/luxury/notable_glass_ring.png,13778
items-0101-0150,46,PASS,gold ring with cyan stone,single,public/game-assets/items/luxury/gold_ring_with_cyan_stone.png,14096
items-0101-0150,47,PASS,gold ring with magenta stone,single,public/game-assets/items/luxury/gold_ring_with_magenta_stone.png,10352
items-0101-0150,48,PASS,gold ring,single,public/game-assets/items/luxury/gold_ring.png,10944
items-0101-0150,49,PASS,gold ring with blue stone,single,public/game-assets/items/luxury/gold_ring_with_blue_stone.png,14952
items-0101-0150,50,PASS,gold ring with green stone,single,public/game-assets/items/luxury/gold_ring_with_green_stone.png,15099
items-0151-0200,1,PASS,gold ring with red stone,single,public/game-assets/items/luxury/gold_ring_with_red_stone.png,11522
items-0151-0200,2,PASS,gold ring with white stone,single,public/game-assets/items/luxury/gold_ring_with_white_stone.png,11217
items-0151-0200,3,PASS,gold ring with yellow stone,single,public/game-assets/items/luxury/gold_ring_with_yellow_stone.png,11663
items-0151-0200,4,PASS,market granite ring,single,public/game-assets/items/luxury/market_granite_ring.png,11675
items-0151-0200,5,PASS,market iron ring,single,public/game-assets/items/luxury/market_iron_ring.png,11030
items-0151-0200,6,PASS,ivory ring,single,public/game-assets/items/luxury/ivory_ring.png,11056
items-0151-0200,7,PASS,jade ring,single,public/game-assets/items/luxury/jade_ring.png,11241
items-0151-0200,8,PASS,moonstone ring,single,public/game-assets/items/luxury/moonstone_ring.png,12013
items-0151-0200,9,PASS,opal ring,single,public/game-assets/items/luxury/opal_ring.png,11392
items-0151-0200,10,PASS,pearl ring,single,public/game-assets/items/luxury/pearl_ring.png,10481
items-0151-0200,11,PASS,market plain black ring,single,public/game-assets/items/luxury/market_plain_black_ring.png,14955
items-0151-0200,12,PASS,plain blue ring,single,public/game-assets/items/luxury/plain_blue_ring.png,15130
items-0151-0200,13,PASS,plain green ring,single,public/game-assets/items/luxury/plain_green_ring.png,15066
items-0151-0200,14,PASS,plain magenta ring,single,public/game-assets/items/luxury/plain_magenta_ring.png,14621
items-0151-0200,15,PASS,plain red ring,single,public/game-assets/items/luxury/plain_red_ring.png,14453
items-0151-0200,16,PASS,plain yellow ring,single,public/game-assets/items/luxury/plain_yellow_ring.png,14741
items-0151-0200,17,PASS,fabled ring of death,single,public/game-assets/items/luxury/fabled_ring_of_death.png,15338
items-0151-0200,18,PASS,scarce ring of fire,single,public/game-assets/items/luxury/scarce_ring_of_fire.png,15904
items-0151-0200,19,PASS,scarce ring of power,single,public/game-assets/items/luxury/scarce_ring_of_power.png,15065
items-0151-0200,20,PASS,fabled ring of time,single,public/game-assets/items/luxury/fabled_ring_of_time.png,15266
items-0151-0200,21,PASS,fabled ring of vision,single,public/game-assets/items/luxury/fabled_ring_of_vision.png,13874
items-0151-0200,22,PASS,twisted ring,single,public/game-assets/items/luxury/twisted_ring.png,14391
items-0151-0200,23,PASS,ruby ring,single,public/game-assets/items/luxury/ruby_ring.png,14614
items-0151-0200,24,PASS,sapphire ring,single,public/game-assets/items/luxury/sapphire_ring.png,14264
items-0151-0200,25,PASS,fabled ring of shadows,single,public/game-assets/items/luxury/fabled_ring_of_shadows.png,15008
items-0151-0200,26,PASS,silver ring,single,public/game-assets/items/luxury/silver_ring.png,15121
items-0151-0200,27,PASS,sparkling silver stone ring,single,public/game-assets/items/luxury/sparkling_silver_stone_ring.png,14071
items-0151-0200,28,PASS,market steel ring,single,public/game-assets/items/luxury/market_steel_ring.png,15020
items-0151-0200,29,PASS,notable tiger eye ring,single,public/game-assets/items/luxury/notable_tiger_eye_ring.png,15045
items-0151-0200,30,PASS,topaz ring,single,public/game-assets/items/luxury/topaz_ring.png,14682
items-0151-0200,31,PASS,scarce tourmaline ring,single,public/game-assets/items/luxury/scarce_tourmaline_ring.png,14263
items-0151-0200,32,PASS,rough wooden ring,single,public/game-assets/items/luxury/rough_wooden_ring.png,15245
items-0151-0200,33,PASS,black pepper,single,public/game-assets/items/spice/black_pepper.png,10730
items-0151-0200,34,SKIP_FEW,black pepper,few,public/game-assets/items/spice/black_pepper_few.png,0
items-0151-0200,35,PASS,black pepper,many,public/game-assets/items/spice/black_pepper_many.png,18437
items-0151-0200,36,PASS,ginger,single,public/game-assets/items/spice/ginger.png,17129
items-0151-0200,37,SKIP_FEW,ginger,few,public/game-assets/items/spice/ginger_few.png,0
items-0151-0200,38,PASS,ginger,many,public/game-assets/items/spice/ginger_many.png,17160
items-0151-0200,39,PASS,salt,single,public/game-assets/items/spice/salt.png,18863
items-0151-0200,40,SKIP_FEW,salt,few,public/game-assets/items/spice/salt_few.png,0
items-0151-0200,41,PASS,salt,many,public/game-assets/items/spice/salt_many.png,12365
items-0151-0200,42,PASS,chives,single,public/game-assets/items/spice/chives.png,25904
items-0151-0200,43,SKIP_FEW,chives,few,public/game-assets/items/spice/chives_few.png,0
items-0151-0200,44,PASS,chives,many,public/game-assets/items/spice/chives_many.png,15071
items-0151-0200,45,PASS,thyme,single,public/game-assets/items/spice/thyme.png,20640
items-0151-0200,46,SKIP_FEW,thyme,few,public/game-assets/items/spice/thyme_few.png,0
items-0151-0200,47,PASS,thyme,many,public/game-assets/items/spice/thyme_many.png,16336
items-0151-0200,48,PASS,garlic,single,public/game-assets/items/spice/garlic.png,16217
items-0151-0200,49,SKIP_FEW,garlic,few,public/game-assets/items/spice/garlic_few.png,0
items-0151-0200,50,PASS,garlic,many,public/game-assets/items/spice/garlic_many.png,13409
items-0201-0250,1,PASS,cinnamon,single,public/game-assets/items/spice/cinnamon.png,14495
items-0201-0250,2,SKIP_FEW,cinnamon,few,public/game-assets/items/spice/cinnamon_few.png,0
items-0201-0250,3,PASS,cinnamon,many,public/game-assets/items/spice/cinnamon_many.png,13748
items-0201-0250,4,PASS,parsley,single,public/game-assets/items/spice/parsley.png,26799
items-0201-0250,5,SKIP_FEW,parsley,few,public/game-assets/items/spice/parsley_few.png,0
items-0201-0250,6,PASS,parsley,many,public/game-assets/items/spice/parsley_many.png,17024
items-0201-0250,7,PASS,sage,single,public/game-assets/items/spice/sage.png,12487
items-0201-0250,8,SKIP_FEW,sage,few,public/game-assets/items/spice/sage_few.png,0
items-0201-0250,9,PASS,sage,many,public/game-assets/items/spice/sage_many.png,15287
items-0201-0250,10,PASS,mint,single,public/game-assets/items/spice/mint.png,16114
items-0201-0250,11,SKIP_FEW,mint,few,public/game-assets/items/spice/mint_few.png,0
items-0201-0250,12,PASS,mint,many,public/game-assets/items/spice/mint_many.png,16021
items-0201-0250,13,PASS,mustard,single,public/game-assets/items/spice/mustard.png,15710
items-0201-0250,14,SKIP_FEW,mustard,few,public/game-assets/items/spice/mustard_few.png,0
items-0201-0250,15,PASS,mustard,many,public/game-assets/items/spice/mustard_many.png,16071
items-0201-0250,16,PASS,basil,single,public/game-assets/items/spice/basil.png,10935
items-0201-0250,17,SKIP_FEW,basil,few,public/game-assets/items/spice/basil_few.png,0
items-0201-0250,18,PASS,basil,many,public/game-assets/items/spice/basil_many.png,14801
items-0201-0250,19,PASS,hot pepper,single,public/game-assets/items/spice/hot_pepper.png,16640
items-0201-0250,20,SKIP_FEW,hot pepper,few,public/game-assets/items/spice/hot_pepper_few.png,0
items-0201-0250,21,PASS,hot pepper,many,public/game-assets/items/spice/hot_pepper_many.png,16156
items-0201-0250,22,PASS,oregano,single,public/game-assets/items/spice/oregano.png,14445
items-0201-0250,23,SKIP_FEW,oregano,few,public/game-assets/items/spice/oregano_few.png,0
items-0201-0250,24,PASS,oregano,many,public/game-assets/items/spice/oregano_many.png,16442
items-0201-0250,25,PASS,rosemary,single,public/game-assets/items/spice/rosemary.png,26189
items-0201-0250,26,SKIP_FEW,rosemary,few,public/game-assets/items/spice/rosemary_few.png,0
items-0201-0250,27,PASS,rosemary,many,public/game-assets/items/spice/rosemary_many.png,15846
items-0201-0250,28,PASS,cloves,single,public/game-assets/items/spice/cloves.png,7719
items-0201-0250,29,SKIP_FEW,cloves,few,public/game-assets/items/spice/cloves_few.png,0
items-0201-0250,30,PASS,cloves,many,public/game-assets/items/spice/cloves_many.png,14792
items-0201-0250,31,PASS,notable nutmeg,single,public/game-assets/items/spice/notable_nutmeg.png,8959
items-0201-0250,32,SKIP_FEW,notable nutmeg,few,public/game-assets/items/spice/notable_nutmeg_few.png,0
items-0201-0250,33,PASS,notable nutmeg,many,public/game-assets/items/spice/notable_nutmeg_many.png,13382
items-0201-0250,34,PASS,notable licorice root,single,public/game-assets/items/spice/notable_licorice_root.png,20502
items-0201-0250,35,SKIP_FEW,notable licorice root,few,public/game-assets/items/spice/notable_licorice_root_few.png,0
items-0201-0250,36,PASS,notable licorice root,many,public/game-assets/items/spice/notable_licorice_root_many.png,16319
items-0201-0250,37,PASS,notable curry,single,public/game-assets/items/spice/notable_curry.png,16263
items-0201-0250,38,SKIP_FEW,notable curry,few,public/game-assets/items/spice/notable_curry_few.png,0
items-0201-0250,39,PASS,notable curry,many,public/game-assets/items/spice/notable_curry_many.png,13761
items-0201-0250,40,PASS,scarce all spice,single,public/game-assets/items/spice/scarce_all_spice.png,6830
items-0201-0250,41,SKIP_FEW,scarce all spice,few,public/game-assets/items/spice/scarce_all_spice_few.png,0
items-0201-0250,42,PASS,scarce all spice,many,public/game-assets/items/spice/scarce_all_spice_many.png,13938
items-0201-0250,43,PASS,scarce camphor,single,public/game-assets/items/spice/scarce_camphor.png,7720
items-0201-0250,44,SKIP_FEW,scarce camphor,few,public/game-assets/items/spice/scarce_camphor_few.png,0
items-0201-0250,45,PASS,scarce camphor,many,public/game-assets/items/spice/scarce_camphor_many.png,12935
items-0201-0250,46,PASS,scarce cardamom,single,public/game-assets/items/spice/scarce_cardamom.png,9155
items-0201-0250,47,SKIP_FEW,scarce cardamom,few,public/game-assets/items/spice/scarce_cardamom_few.png,0
items-0201-0250,48,PASS,scarce cardamom,many,public/game-assets/items/spice/scarce_cardamom_many.png,14641
items-0201-0250,49,PASS,scarce cumin,single,public/game-assets/items/spice/scarce_cumin.png,7291
items-0201-0250,50,SKIP_FEW,scarce cumin,few,public/game-assets/items/spice/scarce_cumin_few.png,0
items-0251-0300,1,PASS,scarce cumin,many,public/game-assets/items/spice/scarce_cumin_many.png,14526
items-0251-0300,2,PASS,scarce lavender,single,public/game-assets/items/spice/scarce_lavender.png,23010
items-0251-0300,3,SKIP_FEW,scarce lavender,few,public/game-assets/items/spice/scarce_lavender_few.png,0
items-0251-0300,4,PASS,scarce lavender,many,public/game-assets/items/spice/scarce_lavender_many.png,17042
items-0251-0300,5,PASS,scarce turmeric,single,public/game-assets/items/spice/scarce_turmeric.png,16245
items-0251-0300,6,SKIP_FEW,scarce turmeric,few,public/game-assets/items/spice/scarce_turmeric_few.png,0
items-0251-0300,7,PASS,scarce turmeric,many,public/game-assets/items/spice/scarce_turmeric_many.png,14028
items-0251-0300,8,PASS,fabled saffron,single,public/game-assets/items/spice/fabled_saffron.png,14132
items-0251-0300,9,SKIP_FEW,fabled saffron,few,public/game-assets/items/spice/fabled_saffron_few.png,0
items-0251-0300,10,PASS,fabled saffron,many,public/game-assets/items/spice/fabled_saffron_many.png,17126
items-0251-0300,11,PASS,earthy aromatic,single,public/game-assets/items/alchemy/earthy_aromatic.png,13615
items-0251-0300,12,SKIP_FEW,earthy aromatic,few,public/game-assets/items/alchemy/earthy_aromatic_few.png,0
items-0251-0300,13,PASS,earthy aromatic,many,public/game-assets/items/alchemy/earthy_aromatic_many.png,13183
items-0251-0300,14,PASS,musky aromatic,single,public/game-assets/items/alchemy/musky_aromatic.png,12492
items-0251-0300,15,SKIP_FEW,musky aromatic,few,public/game-assets/items/alchemy/musky_aromatic_few.png,0
