sheet,globalSlot,row,column,itemName,variant,output,status,warnings,margin_1024,components,kept_area,green_pixels
items-0001-0050,19,2,9,Amberwick Harbor Chronicle,single,public/game-assets/items/book/amberwick_harbor_chronicle.png,PASS,source_crossed_nominal_cell,51,1,17574,0
items-0001-0050,20,2,10,Highbell Shrine Chronicle,single,public/game-assets/items/book/highbell_shrine_chronicle.png,PASS,source_crossed_nominal_cell,51,1,17538,0
items-0001-0050,21,3,1,Stormmere Ledger Chronicle,single,public/game-assets/items/book/stormmere_ledger_chronicle.png,PASS,source_crossed_nominal_cell,51,1,18034,0
items-0001-0050,22,3,2,Crownfall Hill Chronicle,single,public/game-assets/items/book/crownfall_hill_chronicle.png,PASS,source_crossed_nominal_cell,51,1,17975,0
items-0001-0050,23,3,3,Embercourt Market Chronicle,single,public/game-assets/items/book/embercourt_market_chronicle.png,PASS,source_crossed_nominal_cell,51,1,18189,0
items-0001-0050,24,3,4,Brasskeep Gate Chronicle,single,public/game-assets/items/book/brasskeep_gate_chronicle.png,PASS,source_crossed_nominal_cell,51,1,18269,0
items-0001-0050,25,3,5,Pearlgate Tide Chronicle,single,public/game-assets/items/book/pearlgate_tide_chronicle.png,PASS,source_crossed_nominal_cell,51,3,17918,0
items-0001-0050,26,3,6,Riverwake Mill Chronicle,single,public/game-assets/items/book/riverwake_mill_chronicle.png,PASS,source_crossed_nominal_cell,51,1,18239,0
items-0001-0050,27,3,7,Dawnmere Coast Chronicle,single,public/game-assets/items/book/dawnmere_coast_chronicle.png,PASS,source_crossed_nominal_cell,51,1,18071,0
items-0001-0050,28,3,8,Appleford Orchard Chronicle,single,public/game-assets/items/book/appleford_orchard_chronicle.png,PASS,source_crossed_nominal_cell,51,2,17783,0
items-0001-0050,29,3,9,Wolfhook Bay Chronicle,single,public/game-assets/items/book/wolfhook_bay_chronicle.png,PASS,source_crossed_nominal_cell,51,1,17871,0
items-0001-0050,30,3,10,Mirrorfen Lake Chronicle,single,public/game-assets/items/book/mirrorfen_lake_chronicle.png,PASS,source_crossed_nominal_cell,51,1,18116,0
items-0001-0050,31,4,1,Oldwake Harbor Chronicle,single,public/game-assets/items/book/oldwake_harbor_chronicle.png,PASS,source_crossed_nominal_cell,51,1,16985,0
items-0001-0050,32,4,2,Gatecrag Toll Chronicle,single,public/game-assets/items/book/gatecrag_toll_chronicle.png,PASS,source_crossed_nominal_cell,51,1,17430,0
items-0001-0050,33,4,3,Frosthaven Snow Chronicle,single,public/game-assets/items/book/frosthaven_snow_chronicle.png,PASS,source_crossed_nominal_cell,51,1,17373,0
items-0001-0050,34,4,4,Sunwell Oasis Chronicle,single,public/game-assets/items/book/sunwell_oasis_chronicle.png,PASS,source_crossed_nominal_cell,51,1,16733,0
items-0001-0050,35,4,5,Glassmere Court Chronicle,single,public/game-assets/items/book/glassmere_court_chronicle.png,PASS,source_crossed_nominal_cell,51,1,16839,0
items-0001-0050,36,4,6,Blue Enamel Charms,single,public/game-assets/items/book/blue_enamel_charms.png,PASS,source_crossed_nominal_cell,51,1,13256,0
items-0001-0050,37,4,7,Lantern-Summoning Primer,single,public/game-assets/items/book/lantern_summoning_primer.png,PASS,source_crossed_nominal_cell,51,1,17150,0
items-0001-0050,38,4,8,Gravebinding Primer,single,public/game-assets/items/book/gravebinding_primer.png,PASS,source_crossed_nominal_cell,51,1,17230,0
items-0001-0050,39,4,9,Mirror-Mask Primer,single,public/game-assets/items/book/mirror_mask_primer.png,PASS,source_crossed_nominal_cell,51,1,16772,0
items-0001-0050,40,4,10,Reshaping Primer,single,public/game-assets/items/book/reshaping_primer.png,PASS,source_crossed_nominal_cell,51,1,16958,0
items-0001-0050,41,5,1,Unraveling Primer,single,public/game-assets/items/book/unraveling_primer.png,PASS,,51,1,15923,0
items-0001-0050,42,5,2,Field Farmer's Almanac,single,public/game-assets/items/book/field_farmer_s_almanac.png,PASS,,51,1,15663,0
items-0001-0050,43,5,3,Painted Flower Almanac,single,public/game-assets/items/book/painted_flower_almanac.png,PASS,,51,1,15815,0
items-0001-0050,44,5,4,Pocket Guide to Small Beasts,single,public/game-assets/items/book/pocket_guide_to_small_beasts.png,PASS,,51,1,15436,0
items-0001-0050,45,5,5,Pocket Guide to Work Beasts,single,public/game-assets/items/book/pocket_guide_to_work_beasts.png,PASS,,51,1,15543,0
items-0001-0050,46,5,6,Fisher's Tide Almanac,single,public/game-assets/items/book/fisher_s_tide_almanac.png,PASS,,51,1,15411,0
items-0001-0050,47,5,7,Blue Enamel Bestiary,single,public/game-assets/items/book/blue_enamel_bestiary.png,PASS,,51,1,15799,0
items-0001-0050,48,5,8,Amateur Alchemist's Shelf,single,public/game-assets/items/book/amateur_alchemist_s_shelf.png,PASS,,51,1,15983,0
items-0001-0050,49,5,9,Miner's Chalk Reference,single,public/game-assets/items/book/miner_s_chalk_reference.png,PASS,,51,1,15768,0
items-0001-0050,50,5,10,Blacksmith's Door Directory,single,public/game-assets/items/book/blacksmith_s_door_directory.png,PASS,source_crossed_nominal_cell,51,1,15905,0
items-0051-0100,51,1,1,Crowncards Table Rules,single,public/game-assets/items/book/crowncards_table_rules.png,PASS,source_crossed_nominal_cell,51,1,19933,0
items-0051-0100,52,1,2,Crowncards Collector's Compendium,single,public/game-assets/items/book/crowncards_collector_s_compendium.png,PASS,source_crossed_nominal_cell,51,1,21468,0
items-0051-0100,53,1,3,Crowncards Deckcraft I,single,public/game-assets/items/book/crowncards_deckcraft_i.png,PASS,source_crossed_nominal_cell,51,1,17057,0
items-0051-0100,54,1,4,Crowncards Deckcraft II,single,public/game-assets/items/book/crowncards_deckcraft_ii.png,PASS,source_crossed_nominal_cell,51,1,17723,0
items-0051-0100,55,1,5,Crowncards Winning Tables,single,public/game-assets/items/book/crowncards_winning_tables.png,PASS,source_crossed_nominal_cell,51,1,17930,0
items-0051-0100,56,1,6,The Great Crowncards Match,single,public/game-assets/items/book/the_great_crowncards_match.png,PASS,source_crossed_nominal_cell,51,1,20175,0
items-0051-0100,57,1,7,Nine Lantern Signs,single,public/game-assets/items/book/nine_lantern_signs.png,PASS,source_crossed_nominal_cell,51,1,18889,0
items-0051-0100,58,1,8,Starfall Epic,single,public/game-assets/items/book/starfall_epic.png,PASS,source_crossed_nominal_cell,51,1,19219,0
items-0051-0100,59,1,9,One Hundred Thirty-One Market Charms,single,public/game-assets/items/book/one_hundred_thirty_one_market_charms.png,PASS,source_crossed_nominal_cell,51,1,19066,0
items-0051-0100,60,1,10,Book of Springtide,single,public/game-assets/items/book/book_of_springtide.png,PASS,source_crossed_nominal_cell,51,1,19974,0
items-0051-0100,61,2,1,Book of Springtide in Gold Sleeve,single,public/game-assets/items/book/book_of_springtide_in_gold_sleeve.png,PASS,source_crossed_nominal_cell,51,1,21875,0
items-0051-0100,62,2,2,Children of the Tide Saints,single,public/game-assets/items/book/children_of_the_tide_saints.png,PASS,source_crossed_nominal_cell,51,1,20243,0
items-0051-0100,63,2,3,Moonlit Awareness and Wonder,single,public/game-assets/items/book/moonlit_awareness_and_wonder.png,PASS,source_crossed_nominal_cell,51,1,21083,0
items-0051-0100,64,2,4,Luckbinder Manifesto,single,public/game-assets/items/book/luckbinder_manifesto.png,PASS,source_crossed_nominal_cell,51,1,19613,0
items-0051-0100,65,2,5,Battle of Stormmere,single,public/game-assets/items/book/battle_of_stormmere.png,PASS,source_crossed_nominal_cell,51,1,21086,0
items-0051-0100,66,2,6,Legend of Jaro,single,public/game-assets/items/book/legend_of_jaro.png,PASS,source_crossed_nominal_cell,51,1,20353,0
items-0051-0100,67,2,7,Crownfall the First,single,public/game-assets/items/book/crownfall_the_first.png,PASS,source_crossed_nominal_cell,51,1,19641,0
items-0051-0100,68,2,8,A Poor Merchant's Lucky Day,single,public/game-assets/items/book/a_poor_merchant_s_lucky_day.png,PASS,source_crossed_nominal_cell,51,1,20442,0
items-0051-0100,69,2,9,Bellmarsh Battle Report,single,public/game-assets/items/book/bellmarsh_battle_report.png,PASS,source_crossed_nominal_cell,51,1,21277,0
items-0051-0100,70,2,10,Tragedy of Captain Vey,single,public/game-assets/items/book/tragedy_of_captain_vey.png,PASS,source_crossed_nominal_cell,51,1,21668,0
items-0051-0100,71,3,1,Chronicles of the Banner Wars,single,public/game-assets/items/book/chronicles_of_the_banner_wars.png,PASS,source_crossed_nominal_cell,51,2,30820,0
items-0051-0100,72,3,2,little tide words,single,public/game-assets/items/book/little_tide_words.png,PASS,source_crossed_nominal_cell,51,2,28248,0
items-0051-0100,73,3,3,Harbor Tales for Children,single,public/game-assets/items/book/harbor_tales_for_children.png,PASS,source_crossed_nominal_cell,51,2,28928,0
items-0051-0100,74,3,4,Folk Tales of the Border March,single,public/game-assets/items/book/folk_tales_of_the_border_march.png,PASS,source_crossed_nominal_cell,51,2,29839,0
items-0051-0100,75,3,5,A Parable of Small Debts,single,public/game-assets/items/book/a_parable_of_small_debts.png,PASS,source_crossed_nominal_cell,51,2,29626,0
items-0051-0100,76,3,6,Elder Orren's Indecent Errand,single,public/game-assets/items/book/elder_orren_s_indecent_errand.png,PASS,source_crossed_nominal_cell,51,2,29238,0
items-0051-0100,77,3,7,Prophecies of a Thousand Market Days,single,public/game-assets/items/book/prophecies_of_a_thousand_market_days.png,PASS,source_crossed_nominal_cell,51,2,28925,0
items-0051-0100,78,3,8,Amateur Alchemy,single,public/game-assets/items/book/amateur_alchemy.png,PASS,source_crossed_nominal_cell,51,2,29229,0
items-0051-0100,79,3,9,Advanced Alchemy,single,public/game-assets/items/book/advanced_alchemy.png,PASS,source_crossed_nominal_cell,51,2,29990,0
items-0051-0100,80,3,10,Merchant's Brass Handbook,single,public/game-assets/items/book/merchant_s_brass_handbook.png,PASS,source_crossed_nominal_cell,51,2,31132,0
items-0051-0100,81,4,1,Pocket Price Formula,single,public/game-assets/items/book/pocket_price_formula.png,PASS,source_crossed_nominal_cell,51,2,29818,0
items-0051-0100,82,4,2,The Practical Way of War,single,public/game-assets/items/book/the_practical_way_of_war.png,PASS,source_crossed_nominal_cell,51,2,29606,0
items-0051-0100,83,4,3,Tide Cant Harbor Glossary,single,public/game-assets/items/book/tide_cant_harbor_glossary.png,PASS,source_crossed_nominal_cell,51,2,28483,0
items-0051-0100,84,4,4,Meditations by the Warehouse Door,single,public/game-assets/items/book/meditations_by_the_warehouse_door.png,PASS,source_crossed_nominal_cell,51,2,30150,0
items-0051-0100,85,4,5,Ponderings of the Infinite Ledger,single,public/game-assets/items/book/ponderings_of_the_infinite_ledger.png,PASS,source_crossed_nominal_cell,51,2,30986,0
items-0051-0100,86,4,6,Early Economics of Harbor Bread,single,public/game-assets/items/book/early_economics_of_harbor_bread.png,PASS,source_crossed_nominal_cell,51,2,29129,0
items-0051-0100,87,4,7,Letter from a Worried Mother,single,public/game-assets/items/book/letter_from_a_worried_mother.png,PASS,source_crossed_nominal_cell,51,2,29234,0
items-0051-0100,88,4,8,Critique of Merren Vale's Painting,single,public/game-assets/items/book/critique_of_merren_vale_s_painting.png,PASS,source_crossed_nominal_cell,51,2,29928,0
items-0051-0100,89,4,9,A Discussion on Trade Languages,single,public/game-assets/items/book/a_discussion_on_trade_languages.png,PASS,source_crossed_nominal_cell,51,2,30283,0
items-0051-0100,90,4,10,A Study of Common Weapons,single,public/game-assets/items/weapon/a_study_of_common_weapons.png,PASS,source_crossed_nominal_cell,51,2,30887,0
items-0051-0100,91,5,1,A Study of Common Weapons,few,public/game-assets/items/weapon/a_study_of_common_weapons_few.png,PASS,source_crossed_nominal_cell,51,7,16242,0
items-0051-0100,92,5,2,A Study of Common Weapons,many,public/game-assets/items/weapon/a_study_of_common_weapons_many.png,PASS,source_crossed_nominal_cell,51,2,28658,0
items-0051-0100,93,5,3,Essay on Caravan Strategy,single,public/game-assets/items/book/essay_on_caravan_strategy.png,PASS,source_crossed_nominal_cell,51,3,34242,0
items-0051-0100,94,5,4,Examination of Market Beasts,single,public/game-assets/items/book/examination_of_market_beasts.png,PASS,source_crossed_nominal_cell,51,3,35635,0
items-0051-0100,95,5,5,Experimental Field Remedies,single,public/game-assets/items/book/experimental_field_remedies.png,PASS,source_crossed_nominal_cell,51,3,35928,0
items-0051-0100,96,5,6,Redvale War Update,single,public/game-assets/items/book/redvale_war_update.png,PASS,source_crossed_nominal_cell,51,3,35184,0
items-0051-0100,97,5,7,Young Lovers' Letter,single,public/game-assets/items/book/young_lovers_letter.png,PASS,source_crossed_nominal_cell,51,3,33533,0
items-0051-0100,98,5,8,market rose quartz,single,public/game-assets/items/luxury/market_rose_quartz.png,PASS,source_crossed_nominal_cell,51,2,21212,0
items-0051-0100,99,5,9,notable amethyst,single,public/game-assets/items/luxury/notable_amethyst.png,PASS,source_crossed_nominal_cell,51,2,20854,0
items-0051-0100,100,5,10,notable pink spinel,single,public/game-assets/items/luxury/notable_pink_spinel.png,PASS,source_crossed_nominal_cell,51,2,21195,0
items-0101-0150,101,1,1,scarce emerald,single,public/game-assets/items/luxury/scarce_emerald.png,PASS,,51,1,13326,0
items-0101-0150,102,1,2,scarce sapphire,single,public/game-assets/items/luxury/scarce_sapphire.png,PASS,,51,1,11866,0
items-0101-0150,103,1,3,fabled ruby,single,public/game-assets/items/luxury/fabled_ruby.png,PASS,,51,1,11499,0
items-0101-0150,104,1,4,fabled white diamond,single,public/game-assets/items/luxury/fabled_white_diamond.png,PASS,,51,1,10238,0
items-0101-0150,105,1,5,gold crown,single,public/game-assets/items/luxury/gold_crown.png,PASS,,51,1,12635,0
items-0101-0150,106,1,6,gold crown with cushion,single,public/game-assets/items/luxury/gold_crown_with_cushion.png,PASS,source_crossed_nominal_cell,51,1,16154,0
items-0101-0150,107,1,7,gold crown with gem,single,public/game-assets/items/luxury/gold_crown_with_gem.png,PASS,,51,1,13323,0
items-0101-0150,108,1,8,fabled aqua crystal,single,public/game-assets/items/luxury/fabled_aqua_crystal.png,PASS,source_crossed_nominal_cell,51,1,11565,0
items-0101-0150,109,1,9,fabled black crystal,single,public/game-assets/items/luxury/fabled_black_crystal.png,PASS,source_crossed_nominal_cell,51,1,11295,0
items-0101-0150,110,1,10,fabled blue crystal,single,public/game-assets/items/luxury/fabled_blue_crystal.png,PASS,source_crossed_nominal_cell,51,1,10949,0
items-0101-0150,111,2,1,fabled brown crystal,single,public/game-assets/items/luxury/fabled_brown_crystal.png,PASS,source_crossed_nominal_cell,51,1,12786,0
items-0101-0150,112,2,2,fabled cyan crystal,single,public/game-assets/items/luxury/fabled_cyan_crystal.png,PASS,source_crossed_nominal_cell,51,1,11489,0
items-0101-0150,113,2,3,fabled gray crystal,single,public/game-assets/items/luxury/fabled_gray_crystal.png,PASS,source_crossed_nominal_cell,51,1,11698,0
items-0101-0150,114,2,4,fabled emerald crystal,single,public/game-assets/items/luxury/fabled_emerald_crystal.png,PASS,source_crossed_nominal_cell,51,5,8005,0
items-0101-0150,115,2,5,fabled indigo crystal,single,public/game-assets/items/luxury/fabled_indigo_crystal.png,PASS,source_crossed_nominal_cell,51,1,11675,0
items-0101-0150,116,2,6,fabled green crystal,single,public/game-assets/items/luxury/fabled_green_crystal.png,PASS,,51,22,2185,0
items-0101-0150,117,2,7,fabled magenta crystal,single,public/game-assets/items/luxury/fabled_magenta_crystal.png,PASS,source_crossed_nominal_cell,51,1,11962,0
items-0101-0150,118,2,8,fabled red crystal,single,public/game-assets/items/luxury/fabled_red_crystal.png,PASS,source_crossed_nominal_cell,51,1,11918,0
items-0101-0150,119,2,9,fabled pink crystal,single,public/game-assets/items/luxury/fabled_pink_crystal.png,PASS,source_crossed_nominal_cell,51,1,11651,0
items-0101-0150,120,2,10,fabled crimson crystal,single,public/game-assets/items/luxury/fabled_crimson_crystal.png,PASS,source_crossed_nominal_cell,51,1,12049,0
items-0101-0150,121,3,1,fabled white crystal,single,public/game-assets/items/luxury/fabled_white_crystal.png,PASS,source_crossed_nominal_cell,51,1,10811,0
items-0101-0150,122,3,2,fabled yellow crystal,single,public/game-assets/items/luxury/fabled_yellow_crystal.png,PASS,source_crossed_nominal_cell,51,1,11395,0
items-0101-0150,123,3,3,gold necklace with blue gem,single,public/game-assets/items/luxury/gold_necklace_with_blue_gem.png,PASS,source_crossed_nominal_cell,51,1,7601,0
items-0101-0150,124,3,4,gold necklace with green gem,single,public/game-assets/items/luxury/gold_necklace_with_green_gem.png,PASS,source_crossed_nominal_cell,51,1,7572,0
items-0101-0150,125,3,5,gold necklace with orange gem,single,public/game-assets/items/luxury/gold_necklace_with_orange_gem.png,PASS,source_crossed_nominal_cell,51,1,7790,0
items-0101-0150,126,3,6,gold necklace with purple gem,single,public/game-assets/items/luxury/gold_necklace_with_purple_gem.png,PASS,source_crossed_nominal_cell,51,4,7792,0
items-0101-0150,127,3,7,gold necklace with red gem,single,public/game-assets/items/luxury/gold_necklace_with_red_gem.png,PASS,source_crossed_nominal_cell,51,1,7626,0
items-0101-0150,128,3,8,gold necklace with white gem,single,public/game-assets/items/luxury/gold_necklace_with_white_gem.png,PASS,source_crossed_nominal_cell,51,1,7505,0
items-0101-0150,129,3,9,silver necklace with blue gem,single,public/game-assets/items/luxury/silver_necklace_with_blue_gem.png,PASS,source_crossed_nominal_cell,51,1,7156,0
items-0101-0150,130,3,10,silver necklace with green gem,single,public/game-assets/items/luxury/silver_necklace_with_green_gem.png,PASS,source_crossed_nominal_cell,51,1,7009,0
items-0101-0150,131,4,1,silver necklace with orange gem,single,public/game-assets/items/luxury/silver_necklace_with_orange_gem.png,PASS,source_crossed_nominal_cell,51,1,6945,0
items-0101-0150,132,4,2,silver necklace with purple gem,single,public/game-assets/items/luxury/silver_necklace_with_purple_gem.png,PASS,source_crossed_nominal_cell,51,1,6918,0
items-0101-0150,133,4,3,silver necklace with red gem,single,public/game-assets/items/luxury/silver_necklace_with_red_gem.png,PASS,source_crossed_nominal_cell,51,1,6993,0
items-0101-0150,134,4,4,silver necklace with white gem,single,public/game-assets/items/luxury/silver_necklace_with_white_gem.png,PASS,source_crossed_nominal_cell,51,1,6945,0
items-0101-0150,135,4,5,agate ring,single,public/game-assets/items/luxury/agate_ring.png,PASS,source_crossed_nominal_cell,51,1,13083,0
items-0101-0150,136,4,6,notable black onyx ring,single,public/game-assets/items/luxury/notable_black_onyx_ring.png,PASS,source_crossed_nominal_cell,51,1,12916,0
items-0101-0150,137,4,7,market brass ring,single,public/game-assets/items/luxury/market_brass_ring.png,PASS,,51,1,11695,0
items-0101-0150,138,4,8,market bronze ring,single,public/game-assets/items/luxury/market_bronze_ring.png,PASS,,51,1,12162,0
items-0101-0150,139,4,9,ceremonial ring,single,public/game-assets/items/luxury/ceremonial_ring.png,PASS,source_crossed_nominal_cell,51,1,12997,0
items-0101-0150,140,4,10,clay ring,single,public/game-assets/items/luxury/clay_ring.png,PASS,source_crossed_nominal_cell,51,1,12455,0
items-0101-0150,141,5,1,market copper ring,single,public/game-assets/items/luxury/market_copper_ring.png,PASS,,51,1,11012,0
items-0101-0150,142,5,2,coral ring,single,public/game-assets/items/luxury/coral_ring.png,PASS,,51,1,10325,0
items-0101-0150,143,5,3,diamond ring,single,public/game-assets/items/luxury/diamond_ring.png,PASS,,51,1,10184,0
items-0101-0150,144,5,4,emerald ring,single,public/game-assets/items/luxury/emerald_ring.png,PASS,,51,1,10707,0
items-0101-0150,145,5,5,notable glass ring,single,public/game-assets/items/luxury/notable_glass_ring.png,PASS,,51,1,10628,0
items-0101-0150,146,5,6,gold ring with cyan stone,single,public/game-assets/items/luxury/gold_ring_with_cyan_stone.png,PASS,,51,1,10947,0
items-0101-0150,147,5,7,gold ring with magenta stone,single,public/game-assets/items/luxury/gold_ring_with_magenta_stone.png,PASS,,51,1,10956,0
items-0101-0150,148,5,8,gold ring,single,public/game-assets/items/luxury/gold_ring.png,PASS,,51,1,12491,0
items-0101-0150,149,5,9,gold ring with blue stone,single,public/game-assets/items/luxury/gold_ring_with_blue_stone.png,PASS,,51,1,11116,0
items-0101-0150,150,5,10,gold ring with green stone,single,public/game-assets/items/luxury/gold_ring_with_green_stone.png,PASS,,51,1,11173,0
items-0151-0200,151,1,1,gold ring with red stone,single,public/game-assets/items/luxury/gold_ring_with_red_stone.png,PASS,source_crossed_nominal_cell,51,1,14590,0
items-0151-0200,152,1,2,gold ring with white stone,single,public/game-assets/items/luxury/gold_ring_with_white_stone.png,PASS,source_crossed_nominal_cell,51,1,14180,0
items-0151-0200,153,1,3,gold ring with yellow stone,single,public/game-assets/items/luxury/gold_ring_with_yellow_stone.png,PASS,source_crossed_nominal_cell,51,1,14208,0
items-0151-0200,154,1,4,market granite ring,single,public/game-assets/items/luxury/market_granite_ring.png,PASS,source_crossed_nominal_cell,51,1,15586,0
items-0151-0200,155,1,5,market iron ring,single,public/game-assets/items/luxury/market_iron_ring.png,PASS,source_crossed_nominal_cell,51,1,15047,0
items-0151-0200,156,1,6,ivory ring,single,public/game-assets/items/luxury/ivory_ring.png,PASS,source_crossed_nominal_cell,51,1,15213,0
items-0151-0200,157,1,7,jade ring,single,public/game-assets/items/luxury/jade_ring.png,PASS,source_crossed_nominal_cell,51,1,15577,0
items-0151-0200,158,1,8,moonstone ring,single,public/game-assets/items/luxury/moonstone_ring.png,PASS,source_crossed_nominal_cell,51,1,14344,0
items-0151-0200,159,1,9,opal ring,single,public/game-assets/items/luxury/opal_ring.png,PASS,source_crossed_nominal_cell,51,1,13269,0
items-0151-0200,160,1,10,pearl ring,single,public/game-assets/items/luxury/pearl_ring.png,PASS,source_crossed_nominal_cell,51,1,13440,0
items-0151-0200,161,2,1,market plain black ring,single,public/game-assets/items/luxury/market_plain_black_ring.png,PASS,source_crossed_nominal_cell,51,1,14987,0
items-0151-0200,162,2,2,plain blue ring,single,public/game-assets/items/luxury/plain_blue_ring.png,PASS,source_crossed_nominal_cell,51,1,14791,0
items-0151-0200,163,2,3,plain green ring,single,public/game-assets/items/luxury/plain_green_ring.png,PASS,source_crossed_nominal_cell,51,1,14642,0
items-0151-0200,164,2,4,plain magenta ring,single,public/game-assets/items/luxury/plain_magenta_ring.png,PASS,source_crossed_nominal_cell,51,1,14510,0
items-0151-0200,165,2,5,plain red ring,single,public/game-assets/items/luxury/plain_red_ring.png,PASS,source_crossed_nominal_cell,51,1,14756,0
items-0151-0200,166,2,6,plain yellow ring,single,public/game-assets/items/luxury/plain_yellow_ring.png,PASS,source_crossed_nominal_cell,51,1,14465,0
items-0151-0200,167,2,7,fabled ring of death,single,public/game-assets/items/luxury/fabled_ring_of_death.png,PASS,source_crossed_nominal_cell,51,1,15861,0
items-0151-0200,168,2,8,scarce ring of fire,single,public/game-assets/items/luxury/scarce_ring_of_fire.png,PASS,source_crossed_nominal_cell,51,1,17018,0
items-0151-0200,169,2,9,scarce ring of power,single,public/game-assets/items/luxury/scarce_ring_of_power.png,PASS,source_crossed_nominal_cell,51,1,13922,0
items-0151-0200,170,2,10,fabled ring of time,single,public/game-assets/items/luxury/fabled_ring_of_time.png,PASS,source_crossed_nominal_cell,51,4,14554,0
items-0151-0200,171,3,1,fabled ring of vision,single,public/game-assets/items/luxury/fabled_ring_of_vision.png,PASS,source_crossed_nominal_cell,51,1,15025,0
items-0151-0200,172,3,2,twisted ring,single,public/game-assets/items/luxury/twisted_ring.png,PASS,source_crossed_nominal_cell,51,1,15916,0
items-0151-0200,173,3,3,ruby ring,single,public/game-assets/items/luxury/ruby_ring.png,PASS,source_crossed_nominal_cell,51,2,14710,0
items-0151-0200,174,3,4,sapphire ring,single,public/game-assets/items/luxury/sapphire_ring.png,PASS,source_crossed_nominal_cell,51,1,14131,0
items-0151-0200,175,3,5,fabled ring of shadows,single,public/game-assets/items/luxury/fabled_ring_of_shadows.png,PASS,source_crossed_nominal_cell,51,1,16095,0
items-0151-0200,176,3,6,silver ring,single,public/game-assets/items/luxury/silver_ring.png,PASS,source_crossed_nominal_cell,51,1,13772,0
items-0151-0200,177,3,7,sparkling silver stone ring,single,public/game-assets/items/luxury/sparkling_silver_stone_ring.png,PASS,source_crossed_nominal_cell,51,1,14450,0
items-0151-0200,178,3,8,market steel ring,single,public/game-assets/items/luxury/market_steel_ring.png,PASS,source_crossed_nominal_cell,51,1,14899,0
items-0151-0200,179,3,9,notable tiger eye ring,single,public/game-assets/items/luxury/notable_tiger_eye_ring.png,PASS,source_crossed_nominal_cell,51,1,15161,0
items-0151-0200,180,3,10,topaz ring,single,public/game-assets/items/luxury/topaz_ring.png,PASS,source_crossed_nominal_cell,51,1,13604,0
items-0151-0200,181,4,1,scarce tourmaline ring,single,public/game-assets/items/luxury/scarce_tourmaline_ring.png,PASS,,51,1,12745,0
items-0151-0200,182,4,2,rough wooden ring,single,public/game-assets/items/luxury/rough_wooden_ring.png,PASS,,51,1,13133,0
items-0151-0200,183,4,3,black pepper,single,public/game-assets/items/spice/black_pepper.png,PASS,,51,1,3192,0
items-0151-0200,184,4,4,black pepper,few,public/game-assets/items/spice/black_pepper_few.png,PASS,,51,2,9393,0
