output,width,height,status,warnings,margin_1024,green_pixels
public/game-assets/items/spice/ginger_many.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/spice/salt.png,1024,1024,PASS,,51,0
public/game-assets/items/spice/salt_few.png,1024,1024,PASS,,51,0
public/game-assets/items/spice/salt_many.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/spice/chives.png,1024,1024,PASS,,51,0
public/game-assets/items/spice/chives_few.png,1024,1024,PASS,,51,0
public/game-assets/items/spice/chives_many.png,1024,1024,PASS,,51,0
public/game-assets/items/spice/thyme.png,1024,1024,PASS,,51,0
public/game-assets/items/spice/thyme_few.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/spice/thyme_many.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/spice/garlic.png,1024,1024,PASS,,51,0
public/game-assets/items/spice/garlic_few.png,1024,1024,PASS,,51,0
public/game-assets/items/spice/garlic_many.png,1024,1024,PASS,,51,0
public/game-assets/items/spice/cinnamon.png,1024,1024,PASS,,51,0
public/game-assets/items/spice/cinnamon_few.png,1024,1024,PASS,,51,0
public/game-assets/items/spice/cinnamon_many.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/spice/parsley.png,1024,1024,PASS,,51,0
public/game-assets/items/spice/parsley_few.png,1024,1024,PASS,,51,0
public/game-assets/items/spice/parsley_many.png,1024,1024,PASS,,51,0
public/game-assets/items/spice/sage.png,1024,1024,PASS,,51,0
public/game-assets/items/spice/sage_few.png,1024,1024,PASS,,51,0
public/game-assets/items/spice/sage_many.png,1024,1024,PASS,,51,0
public/game-assets/items/spice/mint.png,1024,1024,PASS,,51,0
public/game-assets/items/spice/mint_few.png,1024,1024,PASS,,51,0
public/game-assets/items/spice/mint_many.png,1024,1024,PASS,,51,0
public/game-assets/items/spice/mustard.png,1024,1024,PASS,,51,0
public/game-assets/items/spice/mustard_few.png,1024,1024,PASS,,51,0
public/game-assets/items/spice/mustard_many.png,1024,1024,PASS,,51,0
public/game-assets/items/spice/basil.png,1024,1024,PASS,,51,0
public/game-assets/items/spice/basil_few.png,1024,1024,PASS,,51,0
public/game-assets/items/spice/basil_many.png,1024,1024,PASS,,51,0
public/game-assets/items/spice/hot_pepper.png,1024,1024,PASS,,51,0
public/game-assets/items/spice/hot_pepper_few.png,1024,1024,PASS,,51,0
public/game-assets/items/spice/hot_pepper_many.png,1024,1024,PASS,,51,0
public/game-assets/items/spice/oregano.png,1024,1024,PASS,,51,0
public/game-assets/items/spice/oregano_few.png,1024,1024,PASS,,51,0
public/game-assets/items/spice/oregano_many.png,1024,1024,PASS,,51,0
public/game-assets/items/spice/rosemary.png,1024,1024,PASS,,51,0
public/game-assets/items/spice/rosemary_few.png,1024,1024,PASS,,51,0
public/game-assets/items/spice/rosemary_many.png,1024,1024,PASS,,51,0
public/game-assets/items/spice/cloves.png,1024,1024,PASS,,51,0
public/game-assets/items/spice/cloves_few.png,1024,1024,PASS,,51,0
public/game-assets/items/spice/cloves_many.png,1024,1024,PASS,,51,0
public/game-assets/items/spice/notable_nutmeg.png,1024,1024,PASS,,51,0
public/game-assets/items/spice/notable_nutmeg_few.png,1024,1024,PASS,,51,0
public/game-assets/items/spice/notable_nutmeg_many.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/spice/notable_licorice_root.png,1024,1024,PASS,,51,0
public/game-assets/items/spice/notable_licorice_root_few.png,1024,1024,PASS,,51,0
public/game-assets/items/spice/notable_licorice_root_many.png,1024,1024,PASS,,51,0
public/game-assets/items/spice/notable_curry.png,1024,1024,PASS,,51,0
public/game-assets/items/spice/notable_curry_few.png,1024,1024,PASS,,51,0
public/game-assets/items/spice/notable_curry_many.png,1024,1024,PASS,,51,0
public/game-assets/items/spice/scarce_all_spice.png,1024,1024,PASS,,51,0
public/game-assets/items/spice/scarce_all_spice_few.png,1024,1024,PASS,,51,0
public/game-assets/items/spice/scarce_all_spice_many.png,1024,1024,PASS,,51,0
public/game-assets/items/spice/scarce_camphor.png,1024,1024,PASS,,51,0
public/game-assets/items/spice/scarce_camphor_few.png,1024,1024,PASS,,51,0
public/game-assets/items/spice/scarce_camphor_many.png,1024,1024,PASS,,51,0
public/game-assets/items/spice/scarce_cardamom.png,1024,1024,PASS,,51,0
public/game-assets/items/spice/scarce_cardamom_few.png,1024,1024,PASS,,51,0
public/game-assets/items/spice/scarce_cardamom_many.png,1024,1024,PASS,,51,0
public/game-assets/items/spice/scarce_cumin.png,1024,1024,PASS,,51,0
public/game-assets/items/spice/scarce_cumin_few.png,1024,1024,PASS,,51,0
public/game-assets/items/spice/scarce_cumin_many.png,1024,1024,PASS,,51,0
public/game-assets/items/spice/scarce_lavender.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/spice/scarce_lavender_few.png,1024,1024,PASS,,51,0
public/game-assets/items/spice/scarce_lavender_many.png,1024,1024,PASS,,51,0
public/game-assets/items/spice/scarce_turmeric.png,1024,1024,PASS,,51,0
public/game-assets/items/spice/scarce_turmeric_few.png,1024,1024,PASS,,51,0
public/game-assets/items/spice/scarce_turmeric_many.png,1024,1024,PASS,,51,0
public/game-assets/items/spice/fabled_saffron.png,1024,1024,PASS,,51,0
public/game-assets/items/spice/fabled_saffron_few.png,1024,1024,PASS,,51,0
public/game-assets/items/spice/fabled_saffron_many.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/alchemy/earthy_aromatic.png,1024,1024,PASS,,51,0
public/game-assets/items/alchemy/earthy_aromatic_few.png,1024,1024,PASS,,51,0
public/game-assets/items/alchemy/earthy_aromatic_many.png,1024,1024,PASS,,51,0
public/game-assets/items/alchemy/musky_aromatic.png,1024,1024,PASS,,51,0
public/game-assets/items/alchemy/musky_aromatic_few.png,1024,1024,PASS,,51,0
public/game-assets/items/alchemy/musky_aromatic_many.png,1024,1024,PASS,,51,0
public/game-assets/items/alchemy/sweet_aromatic.png,1024,1024,PASS,,51,0
public/game-assets/items/alchemy/sweet_aromatic_few.png,1024,1024,PASS,,51,0
public/game-assets/items/alchemy/sweet_aromatic_many.png,1024,1024,PASS,,51,0
public/game-assets/items/alchemy/vibrant_aromatic.png,1024,1024,PASS,,51,0
public/game-assets/items/alchemy/vibrant_aromatic_few.png,1024,1024,PASS,,51,0
public/game-assets/items/alchemy/vibrant_aromatic_many.png,1024,1024,PASS,,51,0
public/game-assets/items/alchemy/fabled_blue_tears_poison.png,1024,1024,PASS,,51,0
public/game-assets/items/alchemy/nightshade_poison.png,1024,1024,PASS,,51,0
public/game-assets/items/alchemy/nightshade_poison_few.png,1024,1024,PASS,,51,0
public/game-assets/items/alchemy/nightshade_poison_many.png,1024,1024,PASS,,51,0
public/game-assets/items/alchemy/scarce_paralysis_poison.png,1024,1024,PASS,,51,0
public/game-assets/items/alchemy/scarce_paralysis_poison_few.png,1024,1024,PASS,,51,0
public/game-assets/items/alchemy/scarce_paralysis_poison_many.png,1024,1024,PASS,,51,0
public/game-assets/items/alchemy/frenzy_poison.png,1024,1024,PASS,,51,0
public/game-assets/items/alchemy/frenzy_poison_few.png,1024,1024,PASS,,51,0
public/game-assets/items/alchemy/frenzy_poison_many.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/alchemy/weakness_poison.png,1024,1024,PASS,,51,0
public/game-assets/items/alchemy/weakness_poison_few.png,1024,1024,PASS,,51,0
public/game-assets/items/alchemy/weakness_poison_many.png,1024,1024,PASS,,51,0
public/game-assets/items/alchemy/notable_fire_resistance_potion.png,1024,1024,PASS,,51,0
public/game-assets/items/alchemy/notable_fire_resistance_potion_few.png,1024,1024,PASS,,51,0
public/game-assets/items/alchemy/notable_fire_resistance_potion_many.png,1024,1024,PASS,,51,0
public/game-assets/items/alchemy/fabled_brilliance_potion.png,1024,1024,PASS,,51,0
public/game-assets/items/alchemy/fabled_brilliance_potion_few.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/alchemy/fabled_brilliance_potion_many.png,1024,1024,PASS,,51,0
public/game-assets/items/alchemy/notable_agility_potion.png,1024,1024,PASS,,51,0
public/game-assets/items/alchemy/notable_agility_potion_few.png,1024,1024,PASS,,51,0
public/game-assets/items/alchemy/notable_agility_potion_many.png,1024,1024,PASS,,51,0
public/game-assets/items/alchemy/market_sleep_potion.png,1024,1024,PASS,,51,0
public/game-assets/items/alchemy/market_sleep_potion_few.png,1024,1024,PASS,,51,0
public/game-assets/items/alchemy/market_sleep_potion_many.png,1024,1024,PASS,,51,0
public/game-assets/items/alchemy/scarce_stealth_potion.png,1024,1024,PASS,,51,0
public/game-assets/items/alchemy/scarce_stealth_potion_few.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/alchemy/scarce_stealth_potion_many.png,1024,1024,PASS,,51,0
public/game-assets/items/alchemy/rough_digestive_potion.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/alchemy/rough_digestive_potion_few.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/alchemy/rough_digestive_potion_many.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
